0.217614
0,1001,0.0003487
1,1000,0.0004304
2,999,0.0004997
3,998,0.0005672
4,997,0.0006351
5,996,0.0007028
6,995,0.0007719
7,994,0.0008403
8,993,0.000909
9,992,0.0009764
10,991,0.001043
11,990,0.0011104
12,989,0.0011773
13,988,0.0012443
14,987,0.0013297
15,986,0.001398
16,985,0.0014646
17,984,0.0015331
18,983,0.0016002
19,982,0.0016665
20,981,0.0017333
21,980,0.0017996
22,979,0.0018664
23,978,0.0019344
24,977,0.0020016
25,976,0.0020684
26,975,0.0021341
27,974,0.0022
28,973,0.0022864
29,972,0.0023553
30,971,0.0024218
31,970,0.0024891
32,969,0.0025558
33,968,0.0026228
34,967,0.0026894
35,966,0.002756
36,965,0.0028222
37,964,0.0028885
38,963,0.0029549
39,962,0.0030207
40,961,0.0030871
41,960,0.0031532
42,959,0.0032186
43,958,0.0032898
44,957,0.0035586
45,956,0.0036083
46,955,0.0036486
47,954,0.0036879
48,953,0.0037273
49,952,0.0037662
50,951,0.0038056
51,950,0.0038447
52,949,0.0038834
53,948,0.0039222
54,947,0.0039613
55,946,0.0040007
56,945,0.0040397
57,944,0.0040867
58,943,0.0041339
59,942,0.0041731
60,941,0.0042113
61,940,0.0042631
62,939,0.0043271
63,938,0.0043713
64,937,0.0044089
65,936,0.0044471
66,935,0.004485
67,934,0.0045232
68,933,0.0045632
69,932,0.004601
70,931,0.0046384
71,930,0.004676
72,929,0.0047148
73,928,0.0047526
74,927,0.0047902
75,926,0.0048281
76,925,0.0048654
77,924,0.0049032
78,923,0.0049404
79,922,0.0049777
80,921,0.0050158
81,920,0.0050534
82,919,0.0050907
83,918,0.0051279
84,917,0.0051645
85,916,0.0052016
86,915,0.0052383
87,914,0.0052751
88,913,0.0053227
89,912,0.0053617
90,911,0.0053987
91,910,0.0054353
92,909,0.0054721
93,908,0.0055085
94,907,0.0055461
95,906,0.0055827
96,905,0.0056195
97,904,0.0056561
98,903,0.0056927
99,902,0.0057294
100,901,0.0057662
101,900,0.0058153
102,899,0.005854
103,898,0.0058905
104,897,0.0059273
105,896,0.0059636
106,895,0.0060012
107,894,0.0060378
108,893,0.0060739
109,892,0.0061106
110,891,0.0061477
111,890,0.0061846
112,889,0.0062209
113,888,0.0062566
114,887,0.0063131
115,886,0.0063507
116,885,0.0063869
117,884,0.0064227
118,883,0.0064584
119,882,0.0064943
120,881,0.0065304
121,880,0.0065664
122,879,0.006602
123,878,0.0066376
124,877,0.0066731
125,876,0.0067088
126,875,0.0067439
127,874,0.0067797
128,873,0.0068149
129,872,0.0068507
130,871,0.0068867
131,870,0.006923
132,869,0.0069721
133,868,0.0070104
134,867,0.0070464
135,866,0.0070824
136,865,0.0071193
137,864,0.0071557
138,863,0.0071919
139,862,0.0072272
140,861,0.0072636
141,860,0.0073116
142,859,0.0073494
143,858,0.0073852
144,857,0.0074204
145,856,0.0074556
146,855,0.0074902
147,854,0.0075256
148,853,0.0075608
149,852,0.0075959
150,851,0.0076304
151,850,0.0076657
152,849,0.0077026
153,848,0.0077386
154,847,0.0077738
155,846,0.0078092
156,845,0.0078443
157,844,0.0078792
158,843,0.0079139
159,842,0.0079491
160,841,0.0079836
161,840,0.0080189
162,839,0.008054
163,838,0.0080894
164,837,0.0081247
165,836,0.0081594
166,835,0.0081946
167,834,0.0082296
168,833,0.0082648
169,832,0.0083105
170,831,0.0083483
171,830,0.0083831
172,829,0.0084184
173,828,0.0084526
174,827,0.008487
175,826,0.0085215
176,825,0.0085559
177,824,0.0085904
178,823,0.0086258
179,822,0.0086608
180,821,0.0086952
181,820,0.0087292
182,819,0.0087639
183,818,0.0087984
184,817,0.008832
185,816,0.0088656
186,815,0.0088987
187,814,0.0089317
188,813,0.0089654
189,812,0.0089983
190,811,0.0090312
191,810,0.0090643
192,809,0.0090972
193,808,0.0091303
194,807,0.009163
195,806,0.009196
196,805,0.0092286
197,804,0.009261
198,803,0.0093052
199,802,0.0093551
200,801,0.0093908
201,800,0.0094234
202,799,0.0094559
203,798,0.0094889
204,797,0.0095212
205,796,0.009554
206,795,0.0095864
207,794,0.0096201
208,793,0.0096529
209,792,0.0096851
210,791,0.0097174
211,790,0.0097502
212,789,0.0097832
213,788,0.0098153
214,787,0.0098479
215,786,0.0098804
216,785,0.0099127
217,784,0.0099449
218,783,0.0099774
219,782,0.0100101
220,781,0.010044
221,780,0.0100767
222,779,0.010109
223,778,0.0101413
224,777,0.0101737
225,776,0.0102067
226,775,0.010239
227,774,0.0102709
228,773,0.010319
229,772,0.0103772
230,771,0.0104273
231,770,0.0104768
232,769,0.010526
233,768,0.010575
234,767,0.0106241
235,766,0.0107191
236,765,0.010771
237,764,0.0108193
238,763,0.0108668
239,762,0.0109144
240,761,0.0109621
241,760,0.0110095
242,759,0.0110571
243,758,0.0111042
244,757,0.0111521
245,756,0.0111998
246,755,0.0112479
247,754,0.0113015
248,753,0.0113494
249,752,0.0113965
250,751,0.0114434
251,750,0.0114902
252,749,0.0116175
253,748,0.0117789
254,747,0.0119417
255,746,0.0121379
256,745,0.0124993
257,744,0.0128372
258,743,0.0132185
259,742,0.0136465
260,741,0.0140347
261,740,0.0144454
262,739,0.0149415
263,738,0.015461
264,737,0.0160701
265,736,0.0166629
266,735,0.0172455
267,734,0.0178612
268,733,0.0185315
269,732,0.0192192
270,731,0.0199021
271,730,0.0206
272,729,0.0213341
273,728,0.0220979
274,727,0.023121
275,726,0.0242309
276,725,0.0253676
277,724,0.0264617
278,723,0.0275557
279,722,0.0287019
280,721,0.0298262
281,720,0.0310273
282,719,0.0322474
283,718,0.0336909
284,717,0.0350676
285,716,0.0363707
286,715,0.0376833
287,714,0.0390156
288,713,0.0403611
289,712,0.0417398
290,711,0.0431237
291,710,0.0446343
292,709,0.0461102
293,708,0.0476489
294,707,0.0493848
295,706,0.0509416
296,705,0.0526458
297,704,0.0543181
298,703,0.0559207
299,702,0.057591
300,701,0.0596503
301,700,0.0618032
302,699,0.0639838
303,698,0.0662977
304,697,0.068609
305,696,0.0708841
306,695,0.0731216
307,694,0.0766662
308,693,0.0791413
309,692,0.0814521
310,691,0.0843598
311,690,0.0867091
312,689,0.0892541
313,688,0.0917326
314,687,0.09436
315,686,0.0969312
316,685,0.0996531
317,684,0.102345
318,683,0.10506
319,682,0.107927
320,681,0.110805
321,680,0.113718
322,679,0.117559
323,678,0.120805
324,677,0.123555
325,676,0.126539
326,675,0.129512
327,674,0.132787
328,673,0.136416
329,672,0.139843
330,671,0.142655
331,670,0.145496
332,669,0.148454
333,668,0.151557
334,667,0.154644
335,666,0.157691
336,665,0.160667
337,664,0.163747
338,663,0.166899
339,662,0.170108
340,661,0.173273
341,660,0.176359
342,659,0.179414
343,658,0.182647
344,657,0.185809
345,656,0.18916
346,655,0.192296
347,654,0.195551
348,653,0.198744
349,652,0.202204
350,651,0.205535
351,650,0.208783
352,649,0.212053
353,648,0.215421
354,647,0.218943
355,646,0.222444
356,645,0.225928
357,644,0.229382
358,643,0.233226
359,642,0.236963
360,641,0.240561
361,640,0.245409
362,639,0.250216
363,638,0.255163
364,637,0.259777
365,636,0.265057
366,635,0.269748
367,634,0.274236
368,633,0.279025
369,632,0.28348
370,631,0.288056
371,630,0.292558
372,629,0.297118
373,628,0.301921
374,627,0.306464
375,626,0.310961
376,625,0.315548
377,624,0.32076
378,623,0.325601
379,622,0.330442
380,621,0.336201
381,620,0.34099
382,619,0.345832
383,618,0.350973
384,617,0.355966
385,616,0.36082
386,615,0.365841
387,614,0.370799
388,613,0.375709
389,612,0.380522
390,611,0.385851
391,610,0.391085
392,609,0.396072
393,608,0.401235
394,607,0.406137
395,606,0.411256
396,605,0.416978
397,604,0.42402
398,603,0.429483
399,602,0.435041
400,601,0.440462
401,600,0.446917
402,599,0.45585
403,598,0.461382
404,597,0.468357
405,596,0.473708
406,595,0.481114
407,594,0.489779
408,593,0.496827
409,592,0.502375
410,591,0.507664
411,590,0.512955
412,589,0.51943
413,588,0.527757
414,587,0.536802
415,586,0.543522
416,585,0.549609
417,584,0.558
418,583,0.566206
419,582,0.57486
420,581,0.583232
421,580,0.59157
422,579,0.599658
423,578,0.606748
424,577,0.613132
425,576,0.619332
426,575,0.62558
427,574,0.631713
428,573,0.638022
429,572,0.64378
430,571,0.650632
431,570,0.659157
432,569,0.667475
433,568,0.675982
434,567,0.683798
435,566,0.690549
436,565,0.696606
437,564,0.703375
438,563,0.709042
439,562,0.71481
440,561,0.723845
441,560,0.732254
442,559,0.741281
443,558,0.749702
444,557,0.756609
445,556,0.762414
446,555,0.76888
447,554,0.775196
448,553,0.78165
449,552,0.788053
450,551,0.793972
451,550,0.8
452,549,0.80651
453,548,0.812449
454,547,0.819038
455,546,0.825162
456,545,0.831656
457,544,0.838699
458,543,0.844841
459,542,0.851508
460,541,0.860456
461,540,0.867324
462,539,0.87364
463,538,0.880025
464,537,0.886578
465,536,0.893005
466,535,0.899275
467,534,0.905979
468,533,0.912334
469,532,0.91898
470,531,0.925617
471,530,0.932152
472,529,0.938911
473,528,0.945638
474,527,0.952645
475,526,0.959007
476,525,0.965205
477,524,0.971478
478,523,0.97909
479,522,0.98865
480,521,0.99866
481,520,1.00823
482,519,1.01865
483,518,1.02914
484,517,1.0398
485,516,1.04954
486,515,1.05967
487,514,1.07012
488,513,1.0788
489,512,1.08597
490,511,1.0923
491,510,1.09853
492,509,1.10517
493,508,1.11161
494,507,1.11824
495,506,1.12498
496,505,1.13169
497,504,1.13827
498,503,1.14523
499,502,1.1545
500,501,1.16327
501,500,1.17
502,499,1.17632
503,498,1.18679
504,497,1.19502
505,496,1.20247
506,495,1.20852
507,494,1.21455
508,493,1.22428
509,492,1.23491
510,491,1.24463
511,490,1.25237
512,489,1.25922
513,488,1.26607
514,487,1.27297
515,486,1.27972
516,485,1.28886
517,484,1.29704
518,483,1.30447
519,482,1.31191
520,481,1.32023
521,480,1.32648
522,479,1.33368
523,478,1.34085
524,477,1.34751
525,476,1.35827
526,475,1.36901
527,474,1.37581
528,473,1.38482
529,472,1.39473
530,471,1.40619
531,470,1.41325
532,469,1.42099
533,468,1.42837
534,467,1.43776
535,466,1.44415
536,465,1.45123
537,464,1.45819
538,463,1.46466
539,462,1.47191
540,461,1.47848
541,460,1.48811
542,459,1.4955
543,458,1.50353
544,457,1.50973
545,456,1.5158
546,455,1.52259
547,454,1.52917
548,453,1.53894
549,452,1.54566
550,451,1.55305
551,450,1.55949
552,449,1.56726
553,448,1.57693
554,447,1.5893
555,446,1.59979
556,445,1.60672
